organism_name	infraspecific_name	lineage	genome_assembly_id	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	strain	bioproject	biosample	sra_run_id	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	avg_phred_score	min_read_length	num_reads_unique	pos_outlier_count	avg_read_length	max_read_length	strategy	wgs_accession	instrument	id_method	codon_table	percent_coding	percent_not_coding	density_n_per_read	complexity_percent	non_complex_percent	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_c	count_g	count_t
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002944935.1	562	ARGOS_000025	v1.1	HIVE1	600688	FDAARGOS_144	PRJNA231221	SAMN03996288	SRR2820659	SRR2820659_17.fastq	SRA	51.99	9.3108	8	16	14	1526	3264	WGS		PacBio RS	phenotypic identification	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.12|0.06|0.19|0.19|0.19|0.19|0.19|0.19|0.12|0.12|0.19|0.56|0.12|0.19|0.06|0.12|0.19|0.19|0.12	0.88|0.94|0.81|0.81|0.81|0.81|0.81|0.81|0.88|0.88|0.81|0.44|0.88|0.81|0.94|0.88|0.81|0.81|0.88	0|1|3	87.5	12.5	9.426	9.526	9.707	8.689	6376	6786	5909	5345
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002944935.1	562	ARGOS_000025	v1.1	HIVE1	600687	FDAARGOS_144	PRJNA231221	SAMN03996288	SRR2820659	SRR2820659_15.fastq	SRA	51.73	9.4922	84	21	761	1800.381	7751	WGS		PacBio RS	phenotypic identification	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.1|0.05|0.19|0.19|0.19|0.19|0.19|0.19|0.1|0.1|0.19|0.38|0.14|0.19|0.0|0.1|0.19|0.19|0.1	0.9|0.95|0.81|0.81|0.81|0.81|0.81|0.81|0.9|0.9|0.81|0.62|0.86|0.81|1.0|0.9|0.81|0.81|0.9	0|1|21	100	0	9.457	9.782	9.925	8.896	10048	10204	9354	8202
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002944935.1	562	ARGOS_000025	v1.1	HIVE1	600686	FDAARGOS_144	PRJNA231221	SAMN03996288	SRR2820659	SRR2820659_13.fastq	SRA	52.51	9.4864	41	33	282	1649.1515	5248	WGS		PacBio RS	phenotypic identification	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.09|0.12|0.15|0.15|0.15|0.27|0.15|0.15|0.09|0.09|0.15|0.36|0.15|0.15|0.09|0.09|0.15|0.15|0.09	0.91|0.88|0.85|0.85|0.85|0.73|0.85|0.85|0.91|0.91|0.85|0.64|0.85|0.85|0.91|0.91|0.85|0.85|0.91	0|1|2|3	100	0	9.849	9.424	9.452	9.219	14675	15645	12932	11170
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002944935.1	562	ARGOS_000025	v1.1	HIVE1	600685	FDAARGOS_144	PRJNA231221	SAMN03996288	SRR2820659	SRR2820659_11.fastq	SRA	52.88	9.3954	43	49	461	2261.3878	10122	WGS		PacBio RS	phenotypic identification	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.06|0.06|0.16|0.16|0.16|0.16|0.16|0.16|0.06|0.06|0.16|0.33|0.08|0.16|0.02|0.06|0.16|0.16|0.06	0.94|0.94|0.84|0.84|0.84|0.84|0.84|0.84|0.94|0.94|0.84|0.67|0.92|0.84|0.98|0.94|0.84|0.84|0.94	0|1|2|4|7	100	0	9.909	9.356	9.6	8.808	28224	32260	26334	23990
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002944935.1	562	ARGOS_000025	v1.1	HIVE1	600684	FDAARGOS_144	PRJNA231221	SAMN03996288	SRR2820659	SRR2820659_9.fastq	SRA	52.43	8.8219	9	107	398	2493.7103	8573	WGS		PacBio RS	phenotypic identification	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.07|0.06|0.1|0.1|0.1|0.15|0.1|0.1|0.07|0.07|0.1|0.27|0.09|0.1|0.05|0.07|0.1|0.1|0.07	0.93|0.94|0.9|0.9|0.9|0.85|0.9|0.9|0.93|0.93|0.9|0.73|0.91|0.9|0.95|0.93|0.9|0.9|0.93	0|1|2|3|4|6	99.1	0.9	9.234	8.942	8.884	8.295	68823	74829	65071	58104
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002944935.1	562	ARGOS_000025	v1.1	HIVE1	600683	FDAARGOS_144	PRJNA231221	SAMN03996288	SRR2820659	SRR2820659_7.fastq	SRA	52.3	9.3391	1	427	592	2745.0492	16209	WGS		PacBio RS	phenotypic identification	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.05|0.04|0.1|0.1|0.1|0.1|0.1|0.1|0.05|0.05|0.1|0.26|0.05|0.1|0.03|0.05|0.1|0.1|0.05	0.95|0.96|0.9|0.9|0.9|0.9|0.9|0.9|0.95|0.95|0.9|0.74|0.95|0.9|0.97|0.95|0.9|0.9|0.95	0|1|2|3|4|5|7|10|14|18|21	99.1	0.9	9.809	9.138	9.475	8.947	304197	331252	281808	254879
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002944935.1	562	ARGOS_000025	v1.1	HIVE1	600682	FDAARGOS_144	PRJNA231221	SAMN03996288	SRR2820659	SRR2820659_5.fastq	SRA	52.69	8.9891	2	2561	5	4497.0515	25700	WGS		PacBio RS	phenotypic identification	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.03|0.02|0.06|0.06|0.06|0.08|0.06|0.06|0.03|0.03|0.06|0.19|0.04|0.06|0.02|0.03|0.06|0.06|0.03	0.97|0.98|0.94|0.94|0.94|0.92|0.94|0.94|0.97|0.97|0.94|0.81|0.96|0.94|0.98|0.97|0.94|0.94|0.97	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|19|20|21|22|24|25|26|27|28	99	1	9.454	8.844	9.105	8.577	2969769	3264790	2803556	2478834
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002944935.1	562	ARGOS_000025	v1.1	HIVE1	600681	FDAARGOS_144	PRJNA231221	SAMN03996288	SRR2820659	SRR2820659_3.fastq	SRA	53.69	8.1748	1	19601	0	5627.1394	32768	WGS		PacBio RS	phenotypic identification	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.04|0.03|0.06|0.06|0.06|0.08|0.06|0.06|0.04|0.04|0.06|0.18|0.05|0.06|0.03|0.04|0.06|0.06|0.04	0.96|0.97|0.94|0.94|0.94|0.92|0.94|0.94|0.96|0.96|0.94|0.82|0.95|0.94|0.97|0.96|0.94|0.94|0.96	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|50|51|52|53|55|56|57|61|66|68|76	98.2	1.8	8.538	8.415	8.303	7.581	28494358	32433971	26783350	22593060
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002944935.1	562	ARGOS_000025	v1.1	HIVE1	600679	FDAARGOS_144	PRJNA231221	SAMN03996288	SRR2820659	SRR2820659_1.fastq	SRA	54.43	6.7337	12	149368	67	12518.3873	32768	WGS		PacBio RS	phenotypic identification	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.01|0.01|0.01|0.02|0.01|0.01|0.0|0.0|0.01|0.05|0.0|0.01|0.0|0.0|0.01|0.01|0.0	1.0|1.0|0.99|0.99|0.99|0.98|0.99|0.99|1.0|1.0|0.99|0.95|1.0|0.99|1.0|1.0|0.99|0.99|1.0	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|25|28|30|32|33|36|37|38	99.8	0.2	6.925	7.366	6.902	6.04	489651619	577342444	441584916	363621179
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000025	v1.1	HIVE1	600704	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884782	SRR5884782_2.fastq	SRA	50.01	38.5371	3	10113105	0	152.2177	151	WGS		Illumina HiSeq 4000	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.85|0.75|0.93|0.93|0.93|0.99|0.93|0.93|0.85|0.85|0.93|1.0|0.89|0.93|0.62|0.85|0.93|0.93|0.85	0.15|0.25|0.07|0.07|0.07|0.01|0.07|0.07|0.15|0.15|0.07|0.0|0.11|0.07|0.38|0.15|0.07|0.07|0.15	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|98	99.5	0.5	38.515	38.272	38.616	38.745	385636438	385267445	384565492	383923796
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000025	v1.1	HIVE1	600702	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884782	SRR5884782_1.fastq	SRA	49.98	39.5196	4	10173241	0	151.3936	151	WGS		Illumina HiSeq 4000	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.85|0.75|0.93|0.93|0.93|0.99|0.93|0.93|0.85|0.85|0.93|1.0|0.89|0.93|0.62|0.85|0.93|0.93|0.85	0.15|0.25|0.07|0.07|0.07|0.01|0.07|0.07|0.15|0.15|0.07|0.0|0.11|0.07|0.38|0.15|0.07|0.07|0.15	0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31	99.6	0.4	39.475	39.331	39.589	39.683	386154505	385636682	384106488	384265458
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000025	v1.1	HIVE1	600657	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_8.fastq	SRA	51.13	10.2813	314	1	1018	6452	6453	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0	1	100	0	9.745	11.017	10.845	9.367	1754	1317	1982	1399
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000025	v1.1	HIVE1	600656	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_6.fastq	SRA	49.34	10.1509	5218	1	1545	9833	9835	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0	1	100	0	9.672	10.917	10.896	8.92	2212	2367	2485	2769
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000025	v1.1	HIVE1	600655	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_4.fastq	SRA	50.94	10.3005	2939	2	725	10275	10517	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0	1	100	0	9.469	10.685	10.613	10.296	5176	4694	5774	4906
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000025	v1.1	HIVE1	600654	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_31.fastq	SRA	44.34	10.8336	1484	1	189	1484	1484	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0	100	0	9.898	11.212	11.592	10.509	383	285	373	443
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000025	v1.1	HIVE1	600653	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_29.fastq	SRA	47.1	10.7539	1694	1	310	2072	2074	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0	1	100	0	10.032	11.499	11.467	10.124	557	518	458	539
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000025	v1.1	HIVE1	600652	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_27.fastq	SRA	47.45	10.9785	2042	1	318	2042	2042	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0	1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0	0	100	0	10.438	11.318	11.516	10.458	491	428	541	582
Escherichia coli		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia coli	GCA_002589795.1	562	ARGOS_000025	v1.1	HIVE1	600651	FDAARGOS_433	PRJNA231221	SAMN07312477	SRR5884781	SRR5884781_25.fastq	SRA	48.23	10.5875	434	3	122	1390	2048	WGS		PacBio RS	Phenotypic and Molecular Methods	Standard|Vertebrate Mitochondrial|Yeast Mitochondrial|Mold,Protozoan and Coelenterate Mitochondrial and Mycoplasma/Spiroplasma|Invertebrate Mitochonrial|Ciliate, Dasycladacean and Hexamita Nuclear|Echinoderm and Flatworm Mitochondrial|Euplotid Nuclear|Bacterial, Archael and Plant Plastid|Alternative Yeast Nuclear|Ascidian Mitochondrial|Alternative Flatworm Mitochondrial|Chlorophycean Mitochondrial|Trematode Mitochondrial|Scenedesmus Obliquus Mitochondrial|Thraustochytrium Mitochondrial|Pterobranchia Mitochondrial|Candidate Division SR1 and Gracilibacteria|Pachysolen tannophilus Nuclear	0.0|0.0|0.33|0.33|0.33|0.33|0.33|0.33|0.0|0.0|0.33|0.33|0.33|0.33|0.0|0.0|0.33|0.33|0.0	1.0|1.0|0.67|0.67|0.67|0.67|0.67|0.67|1.0|1.0|0.67|0.67|0.67|0.67|1.0|1.0|0.67|0.67|1.0	0	100	0	9.968	10.923	10.897	10.506	1077	1016	995	1082
